"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000551208",739.748159666198,-2.00046027880186,0.323331526018193,-6.18702513620433,6.13101919648234e-10,3.22035044475658e-07
"ENST00000275521",119.500471837744,2.04878475532785,0.331953617932648,6.1719006651813,6.74738901207202e-10,3.47026651127129e-07
"ENST00000381086",167.635933798273,2.2679143578334,0.368076192405327,6.16153504254892,7.20431234462624e-10,3.62965018064874e-07
"ENST00000329251",3094.68497498343,-0.273646756795819,0.0446614797845778,-6.12713143665949,8.94775548492657e-10,4.41786479312765e-07
"ENST00000546802",57.0282160008233,-9.17338038738713,1.49844270694485,-6.1219426974893,9.2441271001449e-10,4.47470128865249e-07
"ENST00000272462",1067.67440212566,0.521266637912908,0.0852097061684145,6.1174561133052,9.50809338721625e-10,4.51396733558092e-07
"ENST00000415912",872.109683440403,0.496216310397278,0.0822319943974047,6.03434604783146,1.59607709924427e-09,7.43440666963082e-07
"ENST00000257075",70.9512066935315,-4.49643861487121,0.753685302244271,-5.96593644785434,2.43234949542896e-09,1.11198911099361e-06
"ENST00000336458",1151.55109516368,-0.521115999120933,0.087637664837749,-5.94625609988262,2.7434481059068e-09,1.23140915255493e-06
"ENST00000565557",282.620802967957,2.55947741509891,0.432776257506614,5.91408925675593,3.33716892790708e-09,1.44534542672355e-06
"ENST00000357649",282.620802967957,2.55947741509891,0.432776257506614,5.91408925675593,3.33716892790708e-09,1.44534542672355e-06
"ENST00000372733",1720.18194378251,0.366310523508686,0.0619747567762993,5.9106407602518,3.40779502002104e-09,1.45048682171137e-06
"ENST00000409872",90.0352595401613,2.01024805926275,0.340282965357876,5.90757770418678,3.47174587619645e-09,1.45266085501122e-06
"ENST00000517956",400.289040152902,0.76211933732617,0.129408212082432,5.88926564289992,3.87915478861236e-09,1.59607823777456e-06
"ENST00000376922",46.5969942073344,9.08657310476419,1.54428760510801,5.88399018078542,4.004916093082e-09,1.62080923917894e-06
"ENST00000321358",2035.59078752744,-0.35293794828668,0.0601563517966592,-5.86701051087144,4.43722557279105e-09,1.76680302766924e-06
"ENST00000444343",43.3753816339745,8.98371571356078,1.53322040466753,5.85937656856899,4.6460806672326e-09,1.82059989574557e-06
"ENST00000361436",1529.56160098272,-0.378021501919156,0.0645669878864522,-5.85471793393779,4.77820266975516e-09,1.8417185928888e-06
"ENST00000264319",80.3119323142988,5.21840449994504,0.891689444402825,5.85226676473653,4.84918007606318e-09,1.8417185928888e-06
"ENST00000372484",505.124649850765,0.804912692480193,0.138110215322455,5.82804603266247,5.6080111385255e-09,2.09765107540574e-06
"ENST00000296350",400.881341459954,0.728878957771943,0.12542909798773,5.811083468393,6.20698044473936e-09,2.28704069013852e-06
"ENST00000368235",62.0147472953823,-9.29469998660151,1.60640535813973,-5.78602401909632,7.2071913221394e-09,2.61652841425964e-06
"ENST00000262584",2427.18318823741,-0.387960874749158,0.067632146645944,-5.73633832414255,9.67453131483793e-09,3.46137905173049e-06
"ENST00000432669",1620.81315287589,-0.349364594833189,0.0611374607003774,-5.7144112763426,1.10084465356183e-08,3.8823645660687e-06
"ENST00000343882",38.8640832601983,8.82683172331975,1.55398979245499,5.68010920417638,1.34608770734532e-08,4.68040383538505e-06
"ENST00000568627",53.7297844748019,-4.4222182397027,0.779838032744246,-5.6706880839614,1.42225132774951e-08,4.87654424002115e-06
"ENST00000370321",2047.90070129106,-0.335422342601727,0.0592002517461856,-5.66589385531353,1.46260049574631e-08,4.94619430664236e-06
"ENST00000331925",7861.39801983926,0.288411028037504,0.0511233333355809,5.64147541288696,1.6859911924482e-08,5.62460331999576e-06
"ENST00000447699",40.4873565393294,-8.67919767545159,1.54104537404192,-5.63201955091523,1.78111486018408e-08,5.86271767378193e-06
"ENST00000258091",1375.71369953288,-0.369959771936878,0.0658641038230505,-5.61701671263615,1.94282637575897e-08,6.31086246557391e-06
"ENST00000374736",477.773273819824,0.685713288008337,0.122535347618608,5.59604474410622,2.19297127441831e-08,7.03089374695646e-06
"ENST00000535856",323.474768086745,-1.01789101902986,0.182367885631684,-5.58152558222682,2.38417976907852e-08,7.54592896913351e-06
"ENST00000542274",708.885522928421,0.622975325848051,0.111883950526429,5.56804906259447,2.57607298137214e-08,7.94943921139174e-06
"ENST00000476784",60.7919155890093,9.47031973745479,1.7007097499307,5.56845148788068,2.57013162052341e-08,7.94943921139174e-06
"ENST00000001008",642.224717378657,-0.530424827850129,0.0953644880641721,-5.56207911998855,2.66579372877193e-08,8.12474688669045e-06
"ENST00000322723",1657.80726989372,-0.384236490142145,0.0691923594198583,-5.55316357707364,2.80545318383338e-08,8.44612472552373e-06
"ENST00000334136",38.6205677374201,-8.61110683698033,1.55253675851923,-5.54647533446704,2.91485725344436e-08,8.66976879708203e-06
"ENST00000332496",681.342768576625,0.602045618733641,0.109428331120402,5.50173444636765,3.7607309970596e-08,1.10525197767155e-05
"ENST00000306749",2080.22227322078,-0.369809467081168,0.0673654496446152,-5.48960140594457,4.02841785901098e-08,1.16999472571064e-05
"ENST00000215754",1542.55667850224,-0.356910117678255,0.0650530224849429,-5.4864494230205,4.10092765896966e-08,1.17720466415098e-05
"ENST00000357714",47.5245698835878,-5.07375137313636,0.926497364734836,-5.47627178042591,4.34380368606112e-08,1.23259174250334e-05
"ENST00000228307",72.0543312116053,2.55272925253391,0.468911630905465,5.44394526449388,5.21132393451026e-08,1.46195402240062e-05
"ENST00000449767",37.7485467187001,-8.57803228413551,1.57748474716959,-5.43779095140329,5.39452143310402e-08,1.47971722910043e-05
"ENST00000357480",815.903572589969,0.537607622472753,0.0988643456354979,5.43783119199366,5.39330354818012e-08,1.47971722910043e-05
"ENST00000380138",194.648362458014,1.15785377941937,0.213639370093526,5.41966482541343,5.97108765303909e-08,1.61987077901732e-05
"ENST00000372067",373.141342211732,0.687808927247488,0.127094259942931,5.41180166245378,6.23937753035801e-08,1.65625282894568e-05
"ENST00000503026",1566.83545510537,-0.375596475645556,0.0693948508983431,-5.41245453781246,6.21666411886283e-08,1.65625282894568e-05
"ENST00000378024",2009.69476828606,-0.302968007460089,0.0560123305403037,-5.40895200284673,6.33946152428956e-08,1.66491794308656e-05
"ENST00000535861",31.3878020025285,8.51762433469243,1.57658855161581,5.40256639943433,6.56941271212212e-08,1.70714833288588e-05
"ENST00000262030",1096.44429894171,-0.382362745791794,0.0721379772351142,-5.30043619805953,1.15526333093438e-07,2.97083185945593e-05
"ENST00000356093",31.6586753078937,-8.32424975716748,1.57314165791199,-5.2914813585295,1.21329559261649e-07,3.08789982421889e-05
"ENST00000389131",511.741930513329,0.688472816175409,0.130253932757151,5.28562018514262,1.25279588554677e-07,3.12401737641346e-05
"ENST00000504449",241.513398552544,0.851054693787906,0.160974413213449,5.28689421379919,1.24410536724124e-07,3.12401737641346e-05
"ENST00000345716",31.4271707676235,-8.31366523600115,1.57456094266981,-5.27998949466165,1.29191293556554e-07,3.18934546403066e-05
"ENST00000326199",1191.45236633504,-0.374306765172712,0.0709454210330787,-5.27598201155491,1.32047041433289e-07,3.22756961570653e-05
"ENST00000361567",4331.81653207403,-0.195500334949791,0.0370892844280219,-5.27107324837158,1.35628325102703e-07,3.28260437432396e-05
"ENST00000428437",29.1684619292866,8.41110702642576,1.60473347237851,5.24143552259738,1.59332152894707e-07,3.81886685292391e-05
"ENST00000528292",34.7733023199026,8.66370181553105,1.65385499981862,5.23848935758044,1.61896310273764e-07,3.84301366512346e-05
"ENST00000437205",28.9590380162021,8.40248570439511,1.61202396137926,5.21238263555704,1.86430514750177e-07,4.38309007224326e-05
"ENST00000348462",1570.10529206578,-0.311748232591828,0.0598292650039888,-5.21063116137302,1.88199273973259e-07,4.38309007224326e-05
"ENST00000358181",63.2303696344569,-2.05283483329315,0.394111962900247,-5.20876052121447,1.90106287348643e-07,4.38612515493079e-05
"ENST00000448864",626.189265647876,-0.505572909092727,0.0974454701385447,-5.18826486622641,2.12262555874047e-07,4.85196825635425e-05
"ENST00000366672",724.167857346053,0.538709695736969,0.103919682153906,5.18390438241657,2.17288362040252e-07,4.92128237953e-05
"ENST00000370007",351.175483404788,-0.685211618016575,0.1326062752027,-5.16726389433058,2.37545756467063e-07,5.33117462718399e-05
"ENST00000398906",26.9242281697639,8.2959375502877,1.61182438907479,5.14692394935757,2.6479261419425e-07,5.88913087082292e-05
"ENST00000394904",31.8135505559056,8.53858041437386,1.66048080022188,5.14223375135256,2.71491033498638e-07,5.98419566426864e-05
"ENST00000379717",30.7580742078867,-8.28258109507692,1.61203530692518,-5.13796506782178,2.77729491323268e-07,6.06752916132524e-05
"ENST00000330938",930.947694552655,0.422982406987096,0.0824226066181836,5.13187369754672,2.86871982911478e-07,6.21228828257514e-05
"ENST00000392438",34.0740714113641,-5.96639482499083,1.16533835487807,-5.11988196390831,3.05726950650058e-07,6.56302715712868e-05
"ENST00000517610",27.017307303738,8.30046525090813,1.62191116918422,5.11770644941243,3.09273454533093e-07,6.58192566556765e-05
"ENST00000367604",33.3363804462466,-8.39862037953648,1.6422311192603,-5.11415249719506,3.15152683057783e-07,6.59336803953176e-05
"ENST00000319119",26.3865107531182,8.26686012317602,1.61623290634916,5.11489407912728,3.13917059285959e-07,6.59336803953176e-05
"ENST00000560869",1535.31436580618,0.37823687107395,0.0743597641746738,5.08657975549059,3.64578444329827e-07,7.56331769342053e-05
"ENST00000301067",479.564383165499,-0.595283227582412,0.117205195718922,-5.0789832646157,3.79460131264177e-07,7.80644355043228e-05
"ENST00000304895",36.4843605957433,3.0402052954945,0.599781510825727,5.06885464226633,4.00216715593929e-07,8.16541327096472e-05
"ENST00000367041",36.6933664355506,8.7444112308875,1.73279185959503,5.0464290806001,4.50143870828495e-07,9.10877191733038e-05
"ENST00000361509",26.4907098706389,8.27411483706173,1.64497529724312,5.02993257766767,4.90652339208746e-07,9.84775146182627e-05
"ENST00000359943",648.04235594054,0.496724023413852,0.0990454823595774,5.01511034708813,5.30030373587254e-07,0.000105523063167327
"ENST00000517671",1420.49505003079,-0.455929009914877,0.0909961689984201,-5.0104198334195,5.43114195505578e-07,0.00010726288115557
"ENST00000245323",1185.75578825434,0.378505509968905,0.0756085515387391,5.00612036953218,5.55380344907109e-07,0.000108814877577157
"ENST00000264501",24.458049903755,8.15760520773951,1.63013862496466,5.004240181056,5.60827971242809e-07,0.000109017008866703
"ENST00000376809",6158.27392225964,0.167953973074008,0.0336263614490285,4.99471146554456,5.89237955758951e-07,0.000113644667295478
"ENST00000524013",185.211591211026,-1.15852051096857,0.232119178854224,-4.99105897533846,6.00491580516247e-07,0.000114917330606237
"ENST00000379731",968.676518071415,0.462745884210017,0.092945157560628,4.9786981522751,6.40133848446824e-07,0.000121561417820052
"ENST00000257829",214.600254264788,-0.889903191797283,0.178854730332902,-4.97556419190541,6.50578698928747e-07,0.000122601804125603
"ENST00000360185",23.8579753466073,8.12200480300326,1.63431104014997,4.96968117051816,6.70630835850274e-07,0.000125423207913907
"ENST00000409757",47.875512548574,-8.9208599302589,1.80014205953408,-4.9556421855772,7.20917799273269e-07,0.000133814268501197
"ENST00000544031",23.6343044065607,8.10810876438768,1.63766182569364,4.95102751812234,7.38226630016781e-07,0.000136004483695704
"ENST00000319217",25.3655573134637,-8.00453192258975,1.62083464551873,-4.9385246944965,7.87158116325659e-07,0.000143944980872086
"ENST00000374632",308.1735533543,0.86158581837222,0.174764262453488,4.92998858162734,8.22344231091408e-07,0.000149273617889365
"ENST00000362082",37.0686897108816,-6.07287293369076,1.23332507558467,-4.92398399571326,8.47997749268635e-07,0.000152806718512371
"ENST00000429347",41.2630401337341,-2.66183579045105,0.541325109244193,-4.91725904635672,8.77643810190408e-07,0.000157002845957758
"ENST00000222247",1300.66465258096,-0.356586744118202,0.0726725248760543,-4.90676145801145,9.25925316143088e-07,0.000164448332946938
"ENST00000397231",26.9721070451217,-8.09318939155711,1.6506148118024,-4.90313629423918,9.43184934236119e-07,0.000166317189082051
"ENST00000456763",22.9435867926838,8.06615049842545,1.65013442793753,4.88817781258412,1.01773588576386e-06,0.00017819039582874
"ENST00000345042",490.709594342962,-1.05475053517998,0.215923353946423,-4.8848376792151,1.03514095678688e-06,0.000179639169927921
"ENST00000379370",2461.24826219586,0.255957447818667,0.0524093999284859,4.88380802237629,1.04056391216805e-06,0.000179639169927921
"ENST00000262965",24.4483102931266,-7.95138243203132,1.62862609124463,-4.88226393693269,1.04874751972129e-06,0.000179794652912218
"ENST00000457542",24.2137247241801,-7.93744252444206,1.63012783899752,-4.86921475393202,1.12042590325514e-06,0.000190758305335583
"ENST00000357008",259.597927381112,-1.13446153383633,0.233090006509074,-4.86705350789961,1.1327436812832e-06,0.000191534542875605
"ENST00000393063",24.4812547341397,8.15799299417414,1.68045629936628,4.85462966055743,1.20611932651123e-06,0.000201536362511557
"ENST00000507000",22.6506265461933,8.04567487913523,1.65743787784182,4.85428442700468,1.208222208114e-06,0.000201536362511557
"ENST00000283415",1825.66683259758,0.271722013830878,0.0562036956873548,4.83459335739043,1.33418080951466e-06,0.000220504723775249
"ENST00000370475",22.0524587369817,8.00810884001246,1.65711534356703,4.83255970750628,1.3478866788899e-06,0.000220504723775249
"ENST00000457861",22.0521213896244,8.00804022728923,1.657144068568,4.83243453552548,1.34873468992031e-06,0.000220504723775249
"ENST00000412094",23.5159139055323,-7.89534618067017,1.63660729791662,-4.82421543073946,1.40555434089236e-06,0.00022828236851059
"ENST00000394128",150.047352918946,-1.12808024359485,0.234086301313563,-4.81907842220877,1.44222859691989e-06,0.000232707825961839
"ENST00000397910",197.437041793222,-1.18732168010848,0.246479535069135,-4.81712073895079,1.45644565804865e-06,0.000233475804936668
"ENST00000539416",23.2918027453922,8.08842241849968,1.67961336213705,4.8156454341423,1.46724853862351e-06,0.000233690094664507
"ENST00000472481",43.9139854023568,-2.48278103507073,0.51751729176447,-4.79748420889611,1.60670871564029e-06,0.000254261654250076
"ENST00000529163",48.9112669943562,7.70479779631853,1.61134812007703,4.78158487313728,1.73918545147731e-06,0.000273473065226881
"ENST00000262879",59.128601728173,2.59524802648142,0.544984729986866,4.76205640944099,1.91630095229915e-06,0.000299415959553223
"ENST00000293831",1785.97514607051,-0.266653331026924,0.0561020833785154,-4.75300229454652,2.00418072587039e-06,0.000311177418739385
"ENST00000411531",205.459417835517,3.02151563613697,0.637403676000559,4.74034862035268,2.13350804095961e-06,0.000329186956294813
"ENST00000326587",304.693785049953,0.992165874368727,0.209698454447143,4.73139335711611,2.2298395274137e-06,0.000338810563003922
"ENST00000379775",513.141076961902,0.60272453594924,0.12740603222549,4.73073782631035,2.23705277148456e-06,0.000338810563003922
"ENST00000368474",507.517381711858,0.807322692033068,0.170602807006934,4.73217707373512,2.2212450802941e-06,0.000338810563003922
"ENST00000505236",22.3374028555425,-7.82127478599118,1.65725223595471,-4.7194232816862,2.365142224509e-06,0.000356026012783254
"ENST00000337354",29.4297986183733,-5.73527779334113,1.21677099481826,-4.71352277278585,2.43470500893631e-06,0.000364276136700671
"ENST00000373825",22.1047838688463,-7.80606647991233,1.6583623644441,-4.70709336347547,2.51273843843962e-06,0.000373686589335897
"ENST00000334444",21.8729042461749,-7.79082846800016,1.65971283365449,-4.69408219905469,2.67806340781602e-06,0.000395888331429666
"ENST00000246957",305.135364330054,-0.717325806825431,0.152952569232885,-4.68985784562555,2.73394917300334e-06,0.000401744066868651
"ENST00000346436",20.0929169217557,7.87428451036063,1.6802178077188,4.68646652486762,2.77962258666337e-06,0.000405823928573381
"ENST00000226319",23.7726831222009,-7.91086235818402,1.68841903389808,-4.68536672434927,2.79459099353808e-06,0.000405823928573381
"ENST00000446046",805.421379775494,0.73600086981552,0.157217882377943,4.68140683924373,2.84912868341163e-06,0.000408932789577807
"ENST00000359856",694.980216228571,0.425542020828272,0.0908776639027506,4.68258098363587,2.83285211392068e-06,0.000408932789577807
"ENST00000565905",21.868930030266,-7.79063854297443,1.66732970026842,-4.67252430141455,2.97520301442254e-06,0.000422119751822123
"ENST00000356082",1409.15229164613,0.31887101800274,0.0682312355845588,4.67338771269301,2.96271715450388e-06,0.000422119751822123
"ENST00000520551",24.6375528502326,-7.96264063497512,1.70475066996506,-4.67085350090422,2.9995081068189e-06,0.000423136323617361
"ENST00000264012",776.890699133632,0.467486629477254,0.100213613481281,4.66490143641587,3.08765000484627e-06,0.000433095543577499
"ENST00000344663",23.9425546792054,-7.92135394964661,1.70264570543573,-4.65237948467937,3.28126511726142e-06,0.000455081977246251
"ENST00000357037",873.840763294029,0.420034986607868,0.0902680209645526,4.65319813284499,3.26825929589298e-06,0.000455081977246251
"ENST00000251453",1767.67505196586,-0.306511280213932,0.0660696988809577,-4.6392110968478,3.49741673047893e-06,0.000482350429191807
"ENST00000430594",21.5087719631028,7.97114373387187,1.71990013335015,4.6346549891505,3.57533275190976e-06,0.000490261323490248
"ENST00000537180",26.0890046536766,8.25248221172856,1.78102834028464,4.63354907109994,3.59449506022339e-06,0.000490261323490248
"ENST00000539822",201.959023798327,0.926435356700617,0.20030191797512,4.62519463650714,3.74246797197966e-06,0.000507639048484956
"ENST00000338970",809.149105741686,-0.459071051811784,0.0994712698839151,-4.61511200518027,3.92883375227077e-06,0.000530006113892396
"ENST00000488267",28.020560523612,-8.1483995622351,1.7706300803137,-4.60197737112399,4.18498681631852e-06,0.000561493312687257
"ENST00000441050",528.421154362204,0.494686983735919,0.107882393076341,4.58542835053598,4.53056624653335e-06,0.000604573453665777
"ENST00000344949",20.6047338612963,7.91171822304421,1.72615165248087,4.58344329808641,4.57380952953265e-06,0.000607062558363293
"ENST00000419916",19.4871974331852,7.82907668804568,1.71286157228942,4.57075855673573,4.85961925756265e-06,0.00064154770380454
"ENST00000394894",106.431342007682,-1.66907054754095,0.365490884405516,-4.56665437841427,4.95570100041785e-06,0.000650752077645296
"ENST00000543553",18.7000880046574,7.77082259707745,1.70424650284875,4.55968229014292,5.12310691989002e-06,0.000659443552747447
"ENST00000409468",282.735467837959,-0.749310501912186,0.164291827763705,-4.56085072587964,5.09467902446202e-06,0.000659443552747447
"ENST00000373452",20.0237432178694,-7.66333185928711,1.68075737725708,-4.55945156807423,5.12873828847207e-06,0.000659443552747447
"ENST00000438707",20.8290797833822,7.92747190120779,1.73808929177923,4.56102683487146,5.09040743606587e-06,0.000659443552747447
"ENST00000483552",23.0914979206561,-7.86914648439657,1.73151566786623,-4.54465797245358,5.50245276457777e-06,0.000703829281860785
"ENST00000427052",679.299824667646,-0.44698284001365,0.0983878971216748,-4.54306731915282,5.54415364398224e-06,0.000705507840252523
"ENST00000396651",1527.99446527268,-0.304749506852574,0.0671828781814746,-4.53611865257371,5.72989519487506e-06,0.000725404731671182
"ENST00000527985",24.2564853991639,8.1442769798222,1.80023781424329,4.52400061557731,6.06815474655838e-06,0.000764308858307585
"ENST00000357123",18.63397971493,7.76450191940611,1.71698310353504,4.52217724415578,6.12067728515e-06,0.000767010965170041
"ENST00000341698",20.540805755987,7.90734039673477,1.75006030468522,4.51832452605514,6.23308989193132e-06,0.00077715298061671
"ENST00000357310",21.3468409879517,7.96010342158273,1.764221783598,4.5119630057785,6.42303928174077e-06,0.000793544224733126
"ENST00000494618",534.167788477841,-0.522863436505422,0.11588872312354,-4.51177148572115,6.42884291111213e-06,0.000793544224733126
"ENST00000395221",20.2904388624311,7.88967985124352,1.74973256354893,4.50907756739756,6.51101018618518e-06,0.000799688101822655
"ENST00000379904",23.2224159456951,4.24492178079498,0.942522716560559,4.50378723632836,6.67530394745336e-06,0.00081580806213258
"ENST00000445914",21.3872510862277,-7.75872673602888,1.72362947292244,-4.5013889921909,6.75108216023509e-06,0.000821004755121791
"ENST00000476228",41.8295206983025,-2.5213294716759,0.561647473897275,-4.48916729595591,7.15021276764323e-06,0.00086528089507259
"ENST00000370187",18.0649205237707,7.72016452890919,1.72084846683136,4.48625470383486,7.2486082024891e-06,0.000872909222901699
"ENST00000368719",2250.61650791221,0.230533940476652,0.0514007452155696,4.48503109263914,7.29033029462671e-06,0.000873671766909949
"ENST00000277575",20.037577889923,-7.66430316186672,1.7094402551451,-4.48351624971892,7.3423008649963e-06,0.000875649185768907
"ENST00000507711",20.2313194690602,-7.67832565720627,1.71392426926501,-4.4799678695833,7.4654276347713e-06,0.000886052942401918
"ENST00000318201",19.7704047168741,-7.64511745240832,1.70765181121422,-4.47697674795443,7.57074914172991e-06,0.000889995638389934
"ENST00000397111",18.798148945028,7.77914407479768,1.73745061366121,4.47733248567292,7.55814908887422e-06,0.000889995638389934
"ENST00000476491",17.7176127163784,7.69243474152171,1.71889912072832,4.47521012068603,7.63362031066059e-06,0.000893133576347289
"ENST00000416957",113.904444185713,1.26031553230374,0.281779279434081,4.47270478807003,7.72363726493294e-06,0.000899402986600941
"ENST00000315377",1677.56339767286,-0.258783247505389,0.0578753039059945,-4.47139332392491,7.77116214517008e-06,0.000899760621752355
"ENST00000349769",418.235965444201,0.540517002868946,0.120904471456568,4.47061218131305,7.7996019384698e-06,0.000899760621752355
"ENST00000369974",43.5902635072462,-8.78576322624286,1.96869290065949,-4.46273932480771,8.09184707653327e-06,0.000929132226876172
"ENST00000394801",108.725228394147,1.22233347092979,0.274053076241209,4.46020707993786,8.18804991836892e-06,0.000935825871920248
"ENST00000221975",1915.64497345131,-0.343897577858299,0.0772638251641407,-4.45095200927105,8.54904470985729e-06,0.000972581874434318
"ENST00000372360",305.113391085626,-0.69836038425534,0.157113897734381,-4.44493067975435,8.79202116952148e-06,0.000992670405776216
"ENST00000330722",100.773235821164,1.25338954451734,0.28200353662748,4.44458803427361,8.8060444308742e-06,0.000992670405776216
"ENST00000234590",6579.05929777207,-0.145684703066758,0.0327979511937633,-4.44188425691849,8.91745263909409e-06,0.00100065978773325
"ENST00000054950",550.142388019472,0.457163388850234,0.103049920394316,4.43632937416079,9.15058023188874e-06,0.00102217363884451
